msoa_code,msoa_name,lad_code,lad_name,city,review_count,avg_sentiment_score,pct_negative,pct_neutral,pct_positive,sample_reviews
E02000166,Camden 001,E09000007,Camden,london,150,0.8712,2.67,0.67,96.67,"Sharon was very friendly&helpful with everything we needed, the place was clean. However, the problem with the heating forced us to sleep with open windows, but the urban noise from the trains directl | What a find!<br/><br/>Stunning area – we loved the Victorian townhouse architecture.  You’re in the city but feel like you’re in a village in the countryside. A two-minute walk to the green park Ham | The flat is cosy and very well located — both close to the center and the quite heath. Samantha was a welcoming and helpful host during my stay. Recommend her place!"
E02000167,Camden 002,E09000007,Camden,london,304,0.8664,1.6400000000000001,0.33,98.03,"I stayed at David's place in Hampstead for a long visit. These were the pros and cons: <br/>PROS: <br/>--The village of Hampstead is safe and upscale. There are grocery stores, shops and nice (expensi | My stay here was perfect. It was quiet, spacious, super clean, nicely decorated, and what a location. It's right in Hampstead Heath and is so walkable to many great places to eat (crepes, fresh juice, | Great clean and tidy apartment with close proximity to main streets of Hampstead. Good communication from host."
E02000168,Camden 003,E09000007,Camden,london,228,0.8443,2.19,0.44,97.37,"Although this listing was largely as described there were a few things to note which were just poorly maintained. For example we stayed on the ground floor and the window wasn’t lockable, yes it could | Andrew and Chino warmly welcomed us when we arrived at their old and modern mixed beautiful listing. The space was just right for three of us and we were able to spend our time in London very comforta | Amazing location, right in between Hamstead Heath and Camden and located in the up and coming Chalk Farm neighborhood. The apartment was simple, spacious and an easy home base for my adventures in Lon"
E02000169,Camden 004,E09000007,Camden,london,199,0.8048,4.02,2.5100000000000002,93.47,"The flat was very disappointing. I arrived to find ants on the bed (an issue I had asked about several times before booking), no wardrobe or hangers despite the listing, and a dirty bathroom ( sand or | This place exceeded my expectations! It was even better than the photos suggested — super cosy, beautifully finished and incredibly comfortable. The loft was absolutely spotless, thoughtfully decorate | Very nice place for two!<br/>Very well located to the train station and underground.<br/>The neighbourhood is quiet and close to   coffee shops,  supermarkets and restaurants.<br/>I will recommend Cam"
E02000170,Camden 005,E09000007,Camden,london,160,0.8489,1.8800000000000001,0.62,97.5,"Although Amanda emailed me after booking, somehow when I arrived the flat had been double booked so nowhere to stay.<br/>Amanda refunded me straight away and was clearly very sorry, but very frustrati | Highly recommend!!!! Dont hesitate for a second..book this place now.<br/>Mila is the perfect hostess, accommodating, kind, thoughtful and responds immediately.<br/>The flat is in a fantastic location | Great place, great location"
E02000171,Camden 006,E09000007,Camden,london,204,0.8726,0.98,0.49,98.53,"We’ve been traveling for an entire year and this has been our worst AirBnB experience. The apartment is in disrepair, including mold and cracks in the walls. The main bedroom faces the street and it’s | It's difficult to write something that hasn't already been said by other guests, but I loved my stay! Sam was super helpful in our communication with fast responses, suggestions, and easily arranging  | We had a nice stay here! The location for the price is amazing and we liked the design of the apartment!"
E02000172,Camden 007,E09000007,Camden,london,272,0.7754,4.04,1.47,94.49,"I would have given 1 star but Ali, the service technician, helped resolve multiple issues experienced.<br/>PROS: 	A flat in London<br/>CONS: 	Broken Mattress Frame<br/>	Soiled linens w/Blood stains an | My family loved this beautifully appointed home in Camden! Everything is high-end and very thoughtfully designed and renovated. The owners clearly have good taste! We very comfortable here. Kids loved | Staying at Christine’s was a pleasure, she was very responsive and allowed me and my partner our own privacy at all times!"
E02000173,Camden 008,E09000007,Camden,london,343,0.8116,2.04,1.46,96.5,"I booked my mum to stay here for the weekend, firstly we where left waiting outside for a 1 hour 20 minutes waiting for the host to let us in at our check out time they would not answer the phone to h | Location and a flat with great character. <br/>Truly, you couldn’t ask for a better location as it is 2 min walk to Belsize village where you have so many options for all meals.<br/>Roni’s for the bes | Lovely place, very comfortable and homey."
E02000174,Camden 009,E09000007,Camden,london,334,0.8551,1.5,0.8999999999999999,97.6,"Extremely disappointing experience. As soon as we walked in, there was a pungent smell throughout the property. We flagged it to the host via the AirBnb app but they never addressed our concerns.<br/> | I booked Natasha’s AirBnB for my sister, who was visiting and needed somewhere quiet to sleep. I live in Kentish Town but on a main road, which is very noisy. I was already familiar with the road that | Really great place at a great location! The bed was situated kinda high over the ground, but nothing we couldn’t get used to. Would definitely come here again!"
E02000175,Camden 010,E09000007,Camden,london,319,0.8082,2.82,1.25,95.92,"Overall the stay was good, however the place is very small and not really comfortable for two people for more than one day, but it is good for its price.<br/>Some of the issues were that the apartment | Where to even begin - this Airbnb by far has been my favourite in London (and will be where I always book). Firstly, the location is perfect! You are 2 min away from shops (Tesco, Sainsbury, M&S) , re | Beatrix has great locations, would def check her other listings. This one is good if you want to be NW."
E02000176,Camden 011,E09000007,Camden,london,224,0.8432,1.79,1.34,96.88,"NIce place , clean but too far out from central London and most activities very close to the tube but tube cost was so expensive it was not worth it - check in was at 3 pm and charged us extra 30£ to  | Upon check-in Maryana was kind enough to allow a late check-in as our flight was delayed. Flat was spotless, brand new bed sheets and super tidy. Flat has everything we needed for our stay, comfortabl | Great apartment in the perfect location, very close to Belsize Park station and walking distance to Hampstead. Exactly what we needed!"
E02000177,Camden 012,E09000007,Camden,london,361,0.7902,3.88,0.83,95.28999999999999,"Location is fine but the photos are extremely deceiving. This apartment was not clean at all, bathrooms were dirty, floors were dirty, dirty dishes in dishwasher, dirty laundry in washer, linens smell | A perfect stay near Camden — modern, peaceful, and well-equipped<br/>I had a wonderful stay at this beautiful one-bedroom apartment near Camden. The place is impeccably clean, with a sleek, modern des | super nice host and cat!<br/>walk to tube station and supermarkets within 10mins<br/>tidy room<br/>suitable for traveller and digital nomad"
E02000178,Camden 013,E09000007,Camden,london,198,0.8203,3.0300000000000002,0.51,96.46000000000001,"This was by far the worst experience I have ever had with a host and a stay. The place is nothing like what is shown and described. The place is extremely dated with 2 toilets not working, blinds fall | Ok, let me do an in-depth review...<br/>First, I thought the apartment was just what we needed for a family vacation  The flat itself is in an apartment building near Kilburn Station (Jubilee Line).   | Great hosts and very homey place. Peaceful location decently close to tube station & eateries."
E02000179,Camden 014,E09000007,Camden,london,206,0.8535,2.4299999999999997,0.49,97.09,"Innocent? Was very rude when I used the correct booking application to book. Then £150 deposit is required?!! This is a scam! And in no way was in the description of the property price! I had to cance | I had a very pleasant stay at Yumei's flat.  She, her partner and her flatmate made me feel very welcome and comfortable, and I felt like I was staying with friends and not strangers I'd just met. The | This is a clean, modern apartment in a quiet neighborhood, very close to the Swiss Cottage tube station.  Our group of five (four adults, one child) enjoyed staying here and Dolly was a very responsiv"
E02000180,Camden 015,E09000007,Camden,london,391,0.831,2.79,0.76,96.45,Good location of the apartment but several things that were not that good: it was hard to sleep due to the noise in the apartment above and beds as well as pillows are not very comfortable. In additio | What a fantastic stay. I really lucked out choosing Celeste's home. She is so kind and really wants to make you feel welcome and comfortable. The entire house is spotlessly clean and super cozy. Celes | Place was perfect for a family of 4. Great location - would stay there again
E02000180,Camden 015,E09000019,Islington,london,3,0.8976,2.79,0.76,96.45,Good location of the apartment but several things that were not that good: it was hard to sleep due to the noise in the apartment above and beds as well as pillows are not very comfortable. In additio | What a fantastic stay. I really lucked out choosing Celeste's home. She is so kind and really wants to make you feel welcome and comfortable. The entire house is spotlessly clean and super cozy. Celes | Place was perfect for a family of 4. Great location - would stay there again
E02000181,Camden 016,E09000007,Camden,london,275,0.8455,1.4500000000000002,1.4500000000000002,97.09,"Would avoid, host tried to scam us afterwards and ask for damages for things that were broken or wrong beforehand. Luckily we had photos and proof that things were like that before. Completely shocked | I had a lovely stay! I did not meet Lana in person, but her parents (Mike and Rima) are very kind and accommodating hosts who are sharing their home with you.  They also have 2 small dogs who are cute | The place was well-decorated, spacious and fully equipped with close to new furniture. The heating was not warm enough at times but Simon immediately brought over a portable heater for us. <br/>It was"
E02000182,Camden 017,E09000007,Camden,london,261,0.7942,3.0700000000000003,1.15,95.78999999999999,"Pros: environment, location, hygiene, staff<br/>Cons: poor sound insulation, poor internet | Absolutely loved our stay at Sophia’s flat! From the moment we arrived, we felt right at home. The flat is not only cozy and spacious, but also spotlessly clean — a true gem in the heart of London. It | Great location, easy check-in / out. <br/>Poor airflow in the flat."
E02000183,Camden 018,E09000007,Camden,london,356,0.8463,1.97,0.0,98.03,"AVOID AT ALL COSTS. This property charges premium rates but delivers appalling conditions. Styled for photos only - completely non-functional.<br/>The hosts demanded immediate property access for elec | We had a fabulous time staying at Gillian's home.  This home is truly a spectacular place to stay. This might be the nicest airbnb that we have stayed in. We were a family of four and the house suited | The flat is in good condition and has a really nice location. It is within walking distance from the tube, bars, restaurants and has a large Sainbury nearby. yet it is away from the crowds. Morning wa"
E02000184,Camden 019,E09000007,Camden,london,717,0.8058,2.09,0.98,96.93,"*Appalling Airbnb stay:* Found drug paraphernalia (poppers) and a used condom behind the nightstand upon arrival. This horrifying discovery created an uncomfortable and unsafe atmosphere, raising seri | We had an amazing stay at this apartment! The host, Andra, was truly exceptional – incredibly friendly, warm, and went above and beyond to help us with anything we needed. She supported us even during | Location is amazing! So close to King’s Cross and St Pancras, very good for day trips."
E02000185,Camden 020,E09000007,Camden,london,212,0.7709,2.83,2.36,94.81,"Unfortunately we were not satisfied with our stay- check-in was not easy, communication with company was extremely slow and unhelpful . Photos were sent of problem areas (ants) , nothing was done. Por | Wagner is one of the best hosts I have ever met, he has been super friendly and attentive since before the trip, ensuring we have everything we need. We had the opportunity to chat with him (he speaks | Sam was a great host, responsive, and cooperative."
E02000186,Camden 021,E09000007,Camden,london,921,0.758,4.02,2.2800000000000002,93.7,"The stay at London Apartments was highly disappointing and fell significantly short of expectations. Having traveled from South Africa, where selecting a property based on photos is critical due to un | We had an amazing stay & experience with Blueground & we will defiantly be booking with them again in the future. We stayed in a beautiful & well kept apartment in Mornington Crescent which was totall | Perfect for Camden. Nice room."
E02000187,Camden 022,E09000007,Camden,london,579,0.7553,3.45,2.93,93.62,"The location is perfect, the flat is huge and modern but there were so many problems that I would advise everyone to reconsider a hotel: <br/>The handle to the bathroom was broken, you regulary had it | A perfect London stay!<br/>We absolutely loved our time at Helen’s flat. It was super clean, beautifully decorated, and full of thoughtful little touches that made it feel really welcoming. The furnit | lovely host and very handy place to stay. lucrezia was so kind and nothing was too much trouble ❤️"
E02000187,Camden 022,E09000019,Islington,london,1,0.8659,3.45,2.93,93.62,"The location is perfect, the flat is huge and modern but there were so many problems that I would advise everyone to reconsider a hotel: <br/>The handle to the bathroom was broken, you regulary had it | A perfect London stay!<br/>We absolutely loved our time at Helen’s flat. It was super clean, beautifully decorated, and full of thoughtful little touches that made it feel really welcoming. The furnit | lovely host and very handy place to stay. lucrezia was so kind and nothing was too much trouble ❤️"
E02000188,Camden 023,E09000007,Camden,london,553,0.7517,3.44,2.35,94.21000000000001,"The location is convenient, and the host provided clear instructions. There are no stairs, which makes it easy to transport luggage.  <br/>However, there are significant issues:<br/>1. The bathroom sm | I was the first Airbnb guest in this flat since it was refurbished, and WOW – what a fantastic experience! The flat is just as good as the photos, if not better, which really exceeded my expectations. | This is great location and reasonable price. Flat is tidy if small. Single bed very narrow and soft, so probably small child only. Towels had seen fluffier days. But great for Regents Park, zoo, Oxfor"
E02000191,Camden 026,E09000007,Camden,london,922,0.7618,4.2299999999999995,1.1900000000000002,94.58,"I had an absolutely terrible experience with this listing and would not recommend it to anyone. The host attempted to raise the price after my reservation was confirmed, which is a blatant violation o | London was very expensive, but I thought this place was worth the price (and it was pretty competitive to other accommodations  I researched). <br/>It was so close to a central Tube station and a bus  | A very clean and comfortable basement flat in central London"
E02000192,Camden 027,E09000007,Camden,london,578,0.7869,3.4099999999999997,0.6799999999999999,95.89999999999999,"I was very disappointed with this stay due to several major issues:<br/>	1.	The check-in instructions provided were inconsistent and confusing. The host tried to communicate via a different messaging  | A Perfect London Stay!<br/>We had an absolutely wonderful time at this charming flat in London. From the moment we arrived, we were impressed by how immaculately clean and beautifully decorated everyt | This flat is spacious, well laid out, has lots of light, and is in a perfect central London location. The dishwasher and washing machine were nice to have. The hot water in the shower was inconsistent"
E02000192,Camden 027,E09000019,Islington,london,8,0.8557,3.4099999999999997,0.6799999999999999,95.89999999999999,"I was very disappointed with this stay due to several major issues:<br/>	1.	The check-in instructions provided were inconsistent and confusing. The host tried to communicate via a different messaging  | A Perfect London Stay!<br/>We had an absolutely wonderful time at this charming flat in London. From the moment we arrived, we were impressed by how immaculately clean and beautifully decorated everyt | This flat is spacious, well laid out, has lots of light, and is in a perfect central London location. The dishwasher and washing machine were nice to have. The hot water in the shower was inconsistent"
E02000193,Camden 028,E09000007,Camden,london,1419,0.7988,2.88,1.26,95.85000000000001,"BE WARNED! This place is not even built yet- and you will stay in a much different place in a different part of London! Unfortunately, I booked this place for a three week stay and upon arrival (after | Had an awesome 2-nights stay at this place in Covent Garden. You really can’t beat the location, right in the heart of everything, but still super quiet at night, which was a nice surprise. We walked  | Truly in the heart of everything.."
E02000193,Camden 028,E09000033,Westminster,london,4,0.6462,2.88,1.26,95.85000000000001,"BE WARNED! This place is not even built yet- and you will stay in a much different place in a different part of London! Unfortunately, I booked this place for a three week stay and upon arrival (after | Had an awesome 2-nights stay at this place in Covent Garden. You really can’t beat the location, right in the heart of everything, but still super quiet at night, which was a nice surprise. We walked  | Truly in the heart of everything.."
E02000194,Croydon 001,E09000008,Croydon,london,134,0.8994,0.0,0.75,99.25,"Disaster struck while we were here - a pipe burst while we were staying, causing a small flood. This was to no fault of the owner, and she was very apologetic and amenable. She gave us a full refund a | We had a wonderful stay at the “Cosy House” in Crystal Palace! Everything was just as described in the previous reviews – clean, stylishly furnished, and very well equipped. The location on a quiet st | Great host and great place. Would recommend!"
E02000195,Croydon 002,E09000008,Croydon,london,85,0.9047,0.0,1.18,98.82,"overpriced. | When I first stumbled upon this listing on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect the house is as brand new and clean as you see on the pict | Flexible and easy check in ,very clean would definitely recommend"
E02000196,Croydon 003,E09000008,Croydon,london,34,0.8391,0.0,0.0,100.0,"Impeccable... Espeial feeling of home... Will check in soon | We loved our stay at Fleur’s place, we felt very welcome from the moment we walked in. Pet lovers will have a blast, my son was very happy to share with furry friends, something we don’t get at home,  | Alice was a great host, always responded quick to my messages! The room and bathroom next to it were exactly what we needed - very comfy bed! Thank you!"
E02000197,Croydon 004,E09000008,Croydon,london,70,0.7906,4.29,1.43,94.28999999999999,"The flat could be lovely but the the poor state of repair in the wc and shower, the main ntrance in a bad state of repair, only one fork in the cutlery draw and minimal inventory in the kitchen made t | If you'd love to live in a place that truly home alike short or long term with access of most daily necessities, or traveling from oversea like me and looking for a peaceful yet productive environment | Amazing hospitality - felt so welcomed."
E02000198,Croydon 005,E09000008,Croydon,london,105,0.7747,0.95,4.760000000000001,94.28999999999999,"The handwashing wall bucket in the bathroom is broken. Needs to be fixed. The host did not indicate in the advert that it’s attic room. That was misleading. The rooftop window in the attic room doesn’ | I absolutely loved my stay with Grace. She is such an amazing host and person! Even though I made a mistake with my booking dates and had to arrange everything last minute, she immediately helped me r | It was a pleasant stay. I had no issues with the room as it was clean. That's good enough for me."
E02000199,Croydon 006,E09000008,Croydon,london,62,0.7982,3.2300000000000004,0.0,96.77,"for me next time ill book a hostel | Jonathan’s place was truly a home away from home for us while we had some renovations done at our house. Jonathan and Mary were extremely flexible and understanding, and went out of their way to make  | We had a nice stay for a family catch-up over Easter. Erna was extremely accommodation for our two young girls and would love to return to stay again one day."
E02000200,Croydon 007,E09000008,Croydon,london,117,0.8271,0.0,0.8500000000000001,99.15,"It was awesone to be there. | Claudia is a friendly and superb host. It was really nice sharing the place with Claudia as she makes you feel superr welcome and it feels like a home away from home. I love waking up in the morning a | He was quite welcome and he gave out clear instructions, all in all it was a nice experience."
E02000201,Croydon 008,E09000008,Croydon,london,96,0.7678,5.21,1.04,93.75,"I booked to stay for 3 nights, When I arrived there was an overwhelming smell in the room but with no where else to go I stayed for the 1 night and immediately requested to cancel the next 2 nights th | I have been visiting London for over 15 years and have stayed in loads of places but I can say with hand on heart Elaine and her family are the BEST host I have stayed with. I felt like I was coming h | Beautiful place 5 star Mike was a good host"
E02000202,Croydon 009,E09000008,Croydon,london,68,0.7969,2.94,1.47,95.59,"Around the room there was excessive dirt as well as mould around the windows. There was even a broken window that had been covered up by a painting in the advert in hopes that i wouldn’t notice it in  | If I could give million stars I would but this place definitely deserves it!:))<br/>It was an amazing experience, I chose this place to celebrate my birthday with my friend and to my surprise it was W | Overall, I had a great experience at Esther’s place. I was able to get a good night’s sleep during my brief stay in London."
E02000203,Croydon 010,E09000008,Croydon,london,129,0.679,6.2,3.1,90.7,Worst BNB. Very smelly and feels like you are trapped in a small jail. I would suggest paying a little bit more and getting a nice stay. it's not worth it. Especially for women it's not safe. This pla | Awesome place to stay! I’ve been around all sorts of different areas in South West London before but Thornton Heath was new to me and I had a lovely time. The flat is incredible and it was nice findin | Good and clean …
E02000204,Croydon 011,E09000008,Croydon,london,48,0.7224,4.17,2.08,93.75,"The flat it’s self was as described but unfortunately it was hot in the area at the time and can’t keep door open as the smell from rubbish was awful, this was a bin for a house opposite and refused t | Is a very nice place for a couple nights, Tarik is good with communication back and forth to make sure we were satisfied and instructions were clear, however like all of London there was a tinge of sm | I couldn't have wished for a better airbnb experience than what I got.The experience was top notch if you are deliberating on paying for the airbnb just do it you wont regret it afterwards"
E02000206,Croydon 013,E09000008,Croydon,london,74,0.8057,2.7,2.7,94.59,"One of the worst experience of accommodation.<br/>I was very disappointed with this stay. Check-in instructions were unclear, and the apartment was completely unclean. The room was messy, blinds were  | Veronika and her daughter were not only the most gracious hosts, but they were the only people to accept my request as I was travelling with my baby daughter! Veronika very kindly put out toys for my  | Very well recommended private flat with separate entrance with all the appliances and equipment you need. The best of it that even being so far from central London you could basically reach it in 45 m"
E02000207,Croydon 014,E09000008,Croydon,london,107,0.7913,2.8000000000000003,0.0,97.2,"Wir sind noch nie so enttäuscht worden!  Der Eingangsbereich war mit einem Gebüsch zugewachsen. Der zugesicherte Privatarkplatz war nicht vorhanden. Alle Stühle defekt und verunreinigt, kein Eßplatz f | This Airbnb was absolutely fantastic! Super clean, modern, and felt so up-to-date it was almost futuristic. My partner and I felt right at home. <br/>Additionally, the neighborhood was really quiet, w | Really comfortable appartement in a very convenient location. We enjoyed having a morning coffee on the balcony taking in the view!"
E02000208,Croydon 015,E09000008,Croydon,london,50,0.6987,6.0,2.0,92.0,"House is not clean | This was one of the best places I've stayed at! Completely worth the price, and every amenity was as listed.<br/>Meron is a lovely lovely host, super proactive and extremely helpful with every small t | Chill area. Very clean place and was nice for the few days I was there."
E02000209,Croydon 016,E09000008,Croydon,london,73,0.6983,6.8500000000000005,2.74,90.41,"This property was in unacceptable condition and should not be listed on Airbnb in its current state. The bathroom was visibly unclean with limescale covering the surfaces and grime throughout the show | I had a great stay at Marilyn’s place. The area is quiet and peaceful, perfect for relaxing. Marilyn was very welcoming and made me feel at home. The place was clean, well-organized, and clearly prepa | All good and very clean"
E02000210,Croydon 017,E09000008,Croydon,london,63,0.6797,9.520000000000001,0.0,90.48,"We used the search function for a 2 be property, found Pauls place and booked it. Paul was in contact and said if we wanted the 2 rooms we have to book as 3 people, to get the second room, that came w | Absolutely amazing host!<br/>Andrea is hands down one of the best hosts we’ve ever had. Super friendly, incredibly welcoming, and just a genuinely lovely person to be around. From the moment we arrive | Nice and clean"
E02000211,Croydon 018,E09000008,Croydon,london,28,0.8295,0.0,3.5700000000000003,96.43,"Everything was up to my expectations!<br/>Thanks Sandra | We had a lovely stay at this listing. The neighborhood was quiet and felt safe. It was  easy to find, and walking distance from a supermarket, a drugstore, restaurants and a wine store ' with about a  | Mark was nice during my stay anf was very helpful when i was leaving as he helped take me to the train station. A very good host."
E02000212,Croydon 019,E09000008,Croydon,london,49,0.7381,4.08,0.0,95.92,"This is a scam, DO NOT BOOK HERE. <br/>Dennis agreed an arrival time with me prior to confirming the booking only to ask me to cancel the booking with an hour to go saying he was no longer going to be | We had a fantastic stay at Carl’s! The house was spacious, clean, and exactly as described. The location was great and very convenient for us, and the price was super affordable compared to other opti | host is very helpful, easy instructions for check in and check out. Property is as seen in photos."
E02000213,Croydon 020,E09000008,Croydon,london,112,0.7146,4.46,1.79,93.75,"I made a booking and was then later told I had to change to a different location.<br/>Check-in was via coded key safe and simple enough. No parking nearby, which was a prerequisite as I walk with a cr | I had a great stay at Sonia’s place and had everything I needed. It’s a beautiful, spacious apartment, and I also had my own bathroom. Sonia was a kind and caring host, always available to answer any  | Nice flat with enough space for 6 adults. We liked it very much!"
E02000214,Croydon 021,E09000008,Croydon,london,21,0.7325,9.520000000000001,0.0,90.48,"From start to finish my experience with Hyde stays was inadequate. I got a phone call the day before my check in saying that I couldn’t stay in the property that I had originally booked because of an  | Great to stay at Tanika and Harry's place.  It was super clean and as described.  Communication was great, very welcoming and helpful. <br/>Harry and Tanika were also lovely and friendly and it was ni | The host was very obliging and saw to our needs very promptly. The location was very good being close to cafés, shops and takeaways. Very good facilities for cooking and washing and parking for two ve"
E02000215,Croydon 022,E09000008,Croydon,london,296,0.8321,0.6799999999999999,1.01,98.31,Bed was broken as was the toilet. The blinds were also broken which meant no privacy. Check out Instructions were unclear. There was also no heating and the toilet reeked of mold. Apart from that the  | Jason is an AMAZING host! Traveling with an infant can be challenging but he went out of his way to ensure we had everything we needed. The house looks exactly like the pictures! Everything is lovely. | We loved the house it was beautiful and big and had lots of amenities.
E02000216,Croydon 023,E09000008,Croydon,london,59,0.8051,3.39,0.0,96.61,"Had trouble getting in the door<br/>WiFi wasn’t working and with the nature of the trip being business this meant I couldn’t work. <br/>Leaking tap in the kitchen and shower head didn’t work properly. | Very nice host - we had a nice conversation when I arrived. He was very accommodating of my needs, with WiFi, warming up food in the kitchen, etc. The common area was a bit messy but this is just beca | John and his team were very good at communicating with us.<br/>I would definitely recommend this place to someone else.<br/>The property is as it shows in the images"
E02000217,Croydon 024,E09000008,Croydon,london,86,0.7871,2.33,1.16,96.50999999999999,"My Family was in this place for three nights. Really crowded place. So many drunk and drugged people around the place. It was so hot inside of the apartment. No fans on the apartment. Kitchen are not  | I stayed for a month. <br/>About the house:<br/>The location is very close to Croydon town centre and very close to public transport particularly trams, & buses. Three train/tube stations are in an ap | Prompt replies to my messages prior to booking. Punctual check in. Very good and friendly host, over all.<br/>Recommended!"
E02000218,Croydon 025,E09000008,Croydon,london,13,0.8865,0.0,0.0,100.0,"Very nice host. Clean and tidy. | I had a great time at Anna's place. They were extremely friendly, welcoming and accommodating. The room is exactly as described in the photos. Its well kept and super clean. <br/>Anna and her husband | A very comfortable home. Welcoming & friendly host & family."
E02000219,Croydon 026,E09000008,Croydon,london,31,0.6953,9.68,0.0,90.32,"General accommodation was very poor, host employee was very disrespectful and rude. | Marek's home was a great setup. We had a side entrance so we didnt have to disturb the family, but also shared the kitchen so it was nice to have some company at mutually convenient times. The separat | Extremely good place to be in Croydon. Would recommend it to everyone! They always go the extra mile to make you feel at home. This is home away from home!"
E02000221,Croydon 028,E09000008,Croydon,london,85,0.8301,1.18,1.18,97.65,"Never ever consider this place .<br/>I would not even let my dog stay there. Avoid at all cost . ‼️‼️‼️‼️‼️ | My family had a pleasant stay at Jocelyn's house. Jocelyn and Linda are very friendly, hospitable, helpful, and can be contacted easily. What i love most is the flexible check-in and check-out time. < | Couldn’t ask for more, kind family & great price"
E02000222,Croydon 029,E09000008,Croydon,london,43,0.7532,4.65,0.0,95.35,"I have never had to write a bad review for any of the dozens of stays I have experienced but this one needs warning to potential guests. The host is very slow to respond, does not keep up on maintenan | Annette is an outstanding host and has a cozy and welcoming apartment. We had a very stress-free visit thanks to her. We also got many great dining recommendations and she was always ready to help us  | This property was clean and tidy. The host was also friendly and swift to respond to queries."
E02000223,Croydon 030,E09000008,Croydon,london,6,0.8716,0.0,0.0,100.0,"Positives: tastefully decorated/recent refurb/brand new bedding <br/>Positives: when I let the hosts know I felt the description of ‘peaceful escape’ and ‘walked garden’ was misleading they changed it | We had a wonderful two-night stay at this lovely annex! The space was clean, cozy, and had everything we needed for a comfortable visit. Ezekiel Paul was incredibly welcoming and kind — he made us fee | Great stay. Thought I was just booking a room but had my own entrance! Super responsive hosts if there were 6 stars would give it that."
E02000224,Croydon 031,E09000008,Croydon,london,130,0.7689,3.85,0.77,95.38,"I was told I caused damage to a bath by only half filling it and taking a 15 minute bath on the 1st of two days; could not use the bath after and got a bill for app. £3,800 for damage caused! How can  | From the get go and throughout the stay, Donna was proactive, easy to contact, helpful, cheerful, accommodating, patient - the list can go on and on! The accommodation was charming, practical and like | Very clean and nice place!!"
E02000225,Croydon 032,E09000008,Croydon,london,29,0.7922,0.0,0.0,100.0,"I enjoyed my stay here | I had the absolute pleasure of staying at Mrs. Felicia’s home, whom I fondly call Mummy, for four nights, and it was a truly heartwarming experience. Her hospitality is nothing short of admirable — wa | A very enjoyable stay. The household was extremely friendly and the room was exactly what I needed for the week. The kitchen and bathroom areas were very tidy and I was made to feel right at home."
E02000226,Croydon 033,E09000008,Croydon,london,51,0.7454,1.96,3.92,94.12,I am sorry to say it was not suitable for professional use. House was not very clean. Poor quality. Didn’t wish to enter the bathroom. I requested for a en-suite room but was given room with share bat | Went to Sara’s with my partner for a gateaway as we needed a place away from all the city hustle and bustle. Sara was great at communicating with us prior to arrival to find out what we may need for a | Right from the start Caroline was extremely helpful.  The room was just what we wanted and at a very good price for London/Croydon.  Couldn’t fault the stay.  Thank you and we look forward to staying 
E02000227,Croydon 034,E09000008,Croydon,london,15,0.7762,0.0,0.0,100.0,"Second visit and all was as before. Sadly, the host was away so couldn't get him to sort out the blocked drain on the wash-hand basin or the inoperative TV. It's very convenient for when I'm visiting  | We had such a lovely stay at Solomon’s place. The home was spotless, cozy, and exactly as described. The area was very peaceful, Solomon was an incredibly kind and respectful host, very responsive and | Great place to stay. Completely self contained living space. Really feels like a home from home."
E02000228,Croydon 035,E09000008,Croydon,london,24,0.743,8.33,0.0,91.67,"Overall, the house did what we needed in terms of a place to sleep. The garden and lounge are probably the biggest positives of the house. The bedrooms and dining room are very basic. <br/>However, th | I spent several months at Susan’s place in South Croydon, and it was a fantastic experience. Susan is an incredibly responsive, friendly, and helpful host, always ensuring a smooth and comfortable sta | Andrae said s a very accommodating host. Easy to communicate with.  Checking in is very easy"
E02000229,Croydon 036,E09000008,Croydon,london,14,0.8761,0.0,0.0,100.0,"The property is exceptionally clean and host was very friendly and fast with communication. | Flakky was a great host. She made me feel at home the minute I arrived. She greeted  me with a warm and welcoming smile.  Flakky provided me with useful travel direction to arrive at the house with no | Flakky is such a great host, very friendly and goes the extra mile. we were home away from home, she was willing for us to use the microwave in the kitchen, she gave us cutlery and plates.<br/>I would"
E02000230,Croydon 037,E09000008,Croydon,london,108,0.8096,1.8499999999999999,0.9299999999999999,97.22,"Property was ok overall, although upon entering it was cold as there was no central heating. <br/>The bathroom was very damp and had mould. The hot water in the shower didn’t work and the pressure was | Dear Alex,<br/>From the moment I arrived, I was captivated by the sheer beauty and warmth of your home. Every little detail, from the carefully curated decor to the breathtaking view, made my time the | The stay was awesome and our host was friendly."
E02000231,Croydon 038,E09000008,Croydon,london,62,0.7443,3.2300000000000004,1.6099999999999999,95.16,"Avoid at all costs – unsafe, filthy, and completely misrepresented.<br/>I was forced to leave within two hours of arrival to protect my newborn. The property looked nothing like the Google listing – e | Perfect size for family of 4, close to multiple bus routes and Purley railway station, easy access to London.  The property was one of 8 apartments in a building which required a separate key to acces | My stay was very easy to find the studio was extact the same in the pictures the hosts where very helpful"
E02000232,Croydon 039,E09000008,Croydon,london,10,0.8439,0.0,0.0,100.0,"Perfect for what I needed. Compact and very carefully thought out. | Clean comfortable room. Host very responsive. Perfectly adequate for my two night stay, with in easy reach of most facilities. | Jerry was an exceptional host! The annex was beautifully designed and equipped with everything I could possibly need for a comfortable stay. The bed was incredibly cozy, and the entire space was spotl"
